date,Origin,catTL,value
2006-11-01,Wild,Medium,0.8521854418601837
2006-11-01,Wild,High,0.7306547053556013
2006-12-01,Farmed,Low,0.3133195685136429
2006-12-01,Farmed,Medium,0.1077243781438582
2006-12-01,Farmed,High,0.11971969614234715
2006-12-01,Wild,Low,1.693930527031005
2006-12-01,Wild,Medium,1.1611044219397666
2006-12-01,Wild,High,0.7812214172012772
2007-01-01,Farmed,Low,0.21970368677337962
2007-01-01,Farmed,Medium,0.10584806061003366
2007-01-01,Farmed,High,0.10337888571503387
2007-01-01,Wild,Low,1.1005152838364296
2007-01-01,Wild,Medium,0.8395669656681338
2007-01-01,Wild,High,0.7709496708387671
2007-02-01,Farmed,Low,0.1858502234602563
2007-02-01,Farmed,Medium,0.08907962950368228
2007-02-01,Farmed,High,0.08261944342631086
2007-02-01,Wild,Low,0.9084598580583761
2007-02-01,Wild,Medium,0.773137422533393
2007-02-01,Wild,High,0.7168960266287465
2007-03-01,Farmed,Low,0.21827169977211427
2007-03-01,Farmed,Medium,0.09909009472908194
2007-03-01,Farmed,High,0.10236298381177354
2007-03-01,Wild,Low,1.0777677300374222
2007-03-01,Wild,Medium,0.9827721636233335
2007-03-01,Wild,High,0.8611527525133685
2007-04-01,Farmed,Low,0.1601468298050932
2007-04-01,Farmed,Medium,0.08258807459824373
2007-04-01,Farmed,High,0.09498077825228561
2007-04-01,Wild,Low,0.9082687322702242
2007-04-01,Wild,Medium,0.8334157625472237
2007-04-01,Wild,High,0.7467636322098234
2007-05-01,Farmed,Low,0.15676370169805132
2007-05-01,Farmed,Medium,0.08397726555550314
2007-05-01,Farmed,High,0.09381049690232338
2007-05-01,Wild,Low,0.9246896415742031
2007-05-01,Wild,Medium,0.7964207111031757
2007-05-01,Wild,High,0.7946324638402906
2007-06-01,Farmed,Low,0.17149226272780763
2007-06-01,Farmed,Medium,0.07397038533902542
2007-06-01,Farmed,High,0.10965197913929053
2007-06-01,Wild,Low,0.9971012202213488
2007-06-01,Wild,Medium,0.7908794076251141
2007-06-01,Wild,High,0.7889625481671537
2007-07-01,Farmed,Low,0.1455955026539163
2007-07-01,Farmed,Medium,0.07401452576137704
2007-07-01,Farmed,High,0.08340142349741332
2007-07-01,Wild,Low,0.9209368094220841
2007-07-01,Wild,Medium,0.7301603355769399
2007-07-01,Wild,High,0.762014932353013
2007-08-01,Farmed,Low,0.15416837930161012
2007-08-01,Farmed,Medium,0.0692103897428934
2007-08-01,Farmed,High,0.07910120529552264
2007-08-01,Wild,Low,0.8717318897790141
2007-08-01,Wild,Medium,0.6772003431511746
2007-08-01,Wild,High,0.7194115825766741
2007-09-01,Farmed,Low,0.18252714425265726
2007-09-01,Farmed,Medium,0.09805940466401854
2007-09-01,Farmed,High,0.08857167855205211
2007-09-01,Wild,Low,0.9647772113395566
2007-09-01,Wild,Medium,0.7902186456681853
2007-09-01,Wild,High,0.771884461915168
2007-10-01,Farmed,Low,0.23091737061821194
2007-10-01,Farmed,Medium,0.1052533972551036
2007-10-01,Farmed,High,0.10339815513798943
2007-10-01,Wild,Low,1.1114013874910178
2007-10-01,Wild,Medium,0.9116845735836789
2007-10-01,Wild,High,0.8525585898752006
2007-11-01,Farmed,Low,0.20709117725981002
2007-11-01,Farmed,Medium,0.11198671619971681
2007-11-01,Farmed,High,0.10453258639873204
2007-11-01,Wild,Low,1.1762757089428009
2007-11-01,Wild,Medium,0.9422089079866472
2007-11-01,Wild,High,0.7646763533514528
2007-12-01,Farmed,Low,0.2992207531038496
2007-12-01,Farmed,Medium,0.1130055309227263
2007-12-01,Farmed,High,0.13237040474080697
2007-12-01,Wild,Low,1.740181255763859
2007-12-01,Wild,Medium,1.1753099971644474
2007-12-01,Wild,High,0.7800213118527294
2008-01-01,Farmed,Low,0.25721142545032555
2008-01-01,Farmed,Medium,0.13172030212418695
2008-01-01,Farmed,High,0.10681362516328245
2008-01-01,Wild,Low,1.1668134340531537
2008-01-01,Wild,Medium,0.8959287968791455
2008-01-01,Wild,High,0.820738794258812
2008-02-01,Farmed,Low,0.198864206083168
2008-02-01,Farmed,Medium,0.11332387443742209
2008-02-01,Farmed,High,0.11178870947506976
2008-02-01,Wild,Low,1.013649644762758
2008-02-01,Wild,Medium,0.9042630384068157
2008-02-01,Wild,High,0.8223567746292983
2008-03-01,Farmed,Low,0.2148188340088901
2008-03-01,Farmed,Medium,0.1056282013047028
2008-03-01,Farmed,High,0.1051315369975188
2008-03-01,Wild,Low,1.0569141934766129
2008-03-01,Wild,Medium,1.0292490561858227
2008-03-01,Wild,High,0.888401720403757
2008-04-01,Farmed,Low,0.20181978077291002
2008-04-01,Farmed,Medium,0.12242512809221784
2008-04-01,Farmed,High,0.10936059821123921
2008-04-01,Wild,Low,1.0413191167443323
2008-04-01,Wild,Medium,0.9027404212335746
2008-04-01,Wild,High,0.8215293049728185
2008-05-01,Farmed,Low,0.1926222513543882
2008-05-01,Farmed,Medium,0.1114720489062267
2008-05-01,Farmed,High,0.11111774497004998
2008-05-01,Wild,Low,1.0939999826904847
2008-05-01,Wild,Medium,0.8821504118685488
2008-05-01,Wild,High,0.8656877125546325
2008-06-01,Farmed,Low,0.15900946202488117
2008-06-01,Farmed,Medium,0.0963111256771941
2008-06-01,Farmed,High,0.10754048436525221
2008-06-01,Wild,Low,0.8994113787115586
2008-06-01,Wild,Medium,0.7278160279248868
2008-06-01,Wild,High,0.7765475342836887
2008-07-01,Farmed,Low,0.16917385562982729
2008-07-01,Farmed,Medium,0.08737459027218558
2008-07-01,Farmed,High,0.09911133592357725
2008-07-01,Wild,Low,0.9760457459294034
2008-07-01,Wild,Medium,0.7541387799223971
2008-07-01,Wild,High,0.8412548857388916
2008-08-01,Farmed,Low,0.19160679300286046
2008-08-01,Farmed,Medium,0.08500009228910299
2008-08-01,Farmed,High,0.07437850287726816
2008-08-01,Wild,Low,0.9455276976779627
2008-08-01,Wild,Medium,0.7059566385850463
2008-08-01,Wild,High,0.7316508604188948
2008-09-01,Farmed,Low,0.187873255388223
2008-09-01,Farmed,Medium,0.10546325491329535
2008-09-01,Farmed,High,0.09784104338228171
2008-09-01,Wild,Low,1.0110022894019117
2008-09-01,Wild,Medium,0.8267792999369518
2008-09-01,Wild,High,0.7872108736120208
2008-10-01,Farmed,Low,0.24168661633706762
2008-10-01,Farmed,Medium,0.12218375425804207
2008-10-01,Farmed,High,0.11855721506328025
2008-10-01,Wild,Low,1.1606511007498252
2008-10-01,Wild,Medium,0.962076406382696
2008-10-01,Wild,High,0.8517199699992666
2008-11-01,Farmed,Low,0.21957079581611796
2008-11-01,Farmed,Medium,0.1283586353504819
2008-11-01,Farmed,High,0.11749681281257233
2008-11-01,Wild,Low,1.176483444767118
2008-11-01,Wild,Medium,0.9162425267421043
2008-11-01,Wild,High,0.7809568273773702
2008-12-01,Farmed,Low,0.36789638576684863
2008-12-01,Farmed,Medium,0.14142841248872517
2008-12-01,Farmed,High,0.1518882494918354
2008-12-01,Wild,Low,2.005738765708143
2008-12-01,Wild,Medium,1.3344694634837644
2008-12-01,Wild,High,0.9035731381473189
2009-01-01,Farmed,Low,0.2476941821148863
2009-01-01,Farmed,Medium,0.1269106020230807
2009-01-01,Farmed,High,0.11964135558506557
2009-01-01,Wild,Low,1.1536665142454774
2009-01-01,Wild,Medium,0.8386792322733582
2009-01-01,Wild,High,0.8252467697760356
2009-02-01,Farmed,Low,0.19767078847600544
2009-02-01,Farmed,Medium,0.10746791582359377
2009-02-01,Farmed,High,0.1040219239650986
2009-02-01,Wild,Low,0.9285214959446373
2009-02-01,Wild,Medium,0.8243627892625575
2009-02-01,Wild,High,0.7983800683824687
2009-03-01,Farmed,Low,0.21419596149624318
2009-03-01,Farmed,Medium,0.11478645733168981
2009-03-01,Farmed,High,0.10484550691523446
2009-03-01,Wild,Low,1.1018127635675106
2009-03-01,Wild,Medium,0.9764318630659952
2009-03-01,Wild,High,0.8800573364593973
2009-04-01,Farmed,Low,0.20536592655553054
2009-04-01,Farmed,Medium,0.10879488581820472
2009-04-01,Farmed,High,0.1078820388222466
2009-04-01,Wild,Low,1.077584236622734
2009-04-01,Wild,Medium,0.9930955952021361
2009-04-01,Wild,High,0.8597075765604483
2009-05-01,Farmed,Low,0.17742405971452285
2009-05-01,Farmed,Medium,0.09763776828988793
2009-05-01,Farmed,High,0.10427994590849517
2009-05-01,Wild,Low,0.9727012032802759
2009-05-01,Wild,Medium,0.830043268914856
2009-05-01,Wild,High,0.8176939656601225
2009-06-01,Farmed,Low,0.17526551297462778
2009-06-01,Farmed,Medium,0.0925490515284256
2009-06-01,Farmed,High,0.09991622195700685
2009-06-01,Wild,Low,0.9780601547277223
2009-06-01,Wild,Medium,0.8200579085253549
2009-06-01,Wild,High,0.8114152836708959
2009-07-01,Farmed,Low,0.1781930183978123
2009-07-01,Farmed,Medium,0.08501667600011362
2009-07-01,Farmed,High,0.09321053807694399
2009-07-01,Wild,Low,1.0053269899784327
2009-07-01,Wild,Medium,0.8022350760927165
2009-07-01,Wild,High,0.8195800572153812
2009-08-01,Farmed,Low,0.14505540676030168
2009-08-01,Farmed,Medium,0.07964662205940563
2009-08-01,Farmed,High,0.06955823053243798
2009-08-01,Wild,Low,0.8523170908960179
2009-08-01,Wild,Medium,0.6602117602421224
2009-08-01,Wild,High,0.6564753271599071
2009-09-01,Farmed,Low,0.18962081471184375
2009-09-01,Farmed,Medium,0.10217557933571608
2009-09-01,Farmed,High,0.09971815347722222
2009-09-01,Wild,Low,0.9736200456225952
2009-09-01,Wild,Medium,0.8039155494727726
2009-09-01,Wild,High,0.8013351079889418
2009-10-01,Farmed,Low,0.2470053834329447
2009-10-01,Farmed,Medium,0.10759981344354005
2009-10-01,Farmed,High,0.11411231394085333
2009-10-01,Wild,Low,1.175175374440924
2009-10-01,Wild,Medium,0.9227237739634975
2009-10-01,Wild,High,0.8664832061480585
2009-11-01,Farmed,Low,0.24180808428738518
2009-11-01,Farmed,Medium,0.10810275638828465
2009-11-01,Farmed,High,0.10628927513895607
2009-11-01,Wild,Low,1.2131878688196809
2009-11-01,Wild,Medium,0.9071198858340966
2009-11-01,Wild,High,0.832593733666881
2009-12-01,Farmed,Low,0.38182873240347537
2009-12-01,Farmed,Medium,0.13113532275893539
2009-12-01,Farmed,High,0.15185301928456954
2009-12-01,Wild,Low,2.146010914753542
2009-12-01,Wild,Medium,1.323974986028724
2009-12-01,Wild,High,0.9712922968853953
2010-01-01,Farmed,Low,0.2568747055335503
2010-01-01,Farmed,Medium,0.12464862713184267
2010-01-01,Farmed,High,0.11158242708096196
2010-01-01,Wild,Low,1.1468339381612684
2010-01-01,Wild,Medium,0.8501707019128266
2010-01-01,Wild,High,0.8616255860885158
2010-02-01,Farmed,Low,0.1895766895741711
2010-02-01,Farmed,Medium,0.09894441648245922
2010-02-01,Farmed,High,0.08829714942335479
2010-02-01,Wild,Low,0.8603632217599242
2010-02-01,Wild,Medium,0.7642713698854775
2010-02-01,Wild,High,0.7590055321361014
2010-03-01,Farmed,Low,0.19903517036004928
2010-03-01,Farmed,Medium,0.09878659373056597
2010-03-01,Farmed,High,0.10164721274108898
2010-03-01,Wild,Low,0.9889117035126876
2010-03-01,Wild,Medium,0.9498896471556115
2010-03-01,Wild,High,0.8718065685482336
2010-04-01,Farmed,Low,0.1710554821581967
2010-04-01,Farmed,Medium,0.0780277862225768
2010-04-01,Farmed,High,0.08439925398142302
2010-04-01,Wild,Low,0.9250846996621882
2010-04-01,Wild,Medium,0.7567496463735224
2010-04-01,Wild,High,0.7538117486362104
2010-05-01,Farmed,Low,0.15067936761272938
2010-05-01,Farmed,Medium,0.08731930142127965
2010-05-01,Farmed,High,0.09094247643163997
2010-05-01,Wild,Low,0.840037175121954
2010-05-01,Wild,Medium,0.7181951807351591
2010-05-01,Wild,High,0.7589589472134737
2010-06-01,Farmed,Low,0.1567641421795157
2010-06-01,Farmed,Medium,0.07526273160940708
2010-06-01,Farmed,High,0.08721372344242692
2010-06-01,Wild,Low,0.8453080196620798
2010-06-01,Wild,Medium,0.7313462785422308
2010-06-01,Wild,High,0.7584876558233372
2010-07-01,Farmed,Low,0.16132859385082282
2010-07-01,Farmed,Medium,0.07486741282673377
2010-07-01,Farmed,High,0.07350883104112581
2010-07-01,Wild,Low,0.8787664430634488
2010-07-01,Wild,Medium,0.7328524518116782
2010-07-01,Wild,High,0.8064670785182111
2010-08-01,Farmed,Low,0.15163849457113165
2010-08-01,Farmed,Medium,0.07293827458221244
2010-08-01,Farmed,High,0.07192211374657423
2010-08-01,Wild,Low,0.8041304310439736
2010-08-01,Wild,Medium,0.6751108755876282
2010-08-01,Wild,High,0.7141851767177446
2010-09-01,Farmed,Low,0.15617965378112486
2010-09-01,Farmed,Medium,0.08305895786637926
2010-09-01,Farmed,High,0.07905221914727974
2010-09-01,Wild,Low,0.8258692634195813
2010-09-01,Wild,Medium,0.7277322463671525
2010-09-01,Wild,High,0.7780089152699291
2010-10-01,Farmed,Low,0.19775408498778474
2010-10-01,Farmed,Medium,0.09111357806334772
2010-10-01,Farmed,High,0.1026224485045121
2010-10-01,Wild,Low,0.9513744871427343
2010-10-01,Wild,Medium,0.8092983098438987
2010-10-01,Wild,High,0.7917144607308931
2010-11-01,Farmed,Low,0.18920879929734408
2010-11-01,Farmed,Medium,0.09977706755279259
2010-11-01,Farmed,High,0.11505583374193945
2010-11-01,Wild,Low,1.0089884990459437
2010-11-01,Wild,Medium,0.8351646969762622
2010-11-01,Wild,High,0.7451473884005482
2010-12-01,Farmed,Low,0.31192480519979604
2010-12-01,Farmed,Medium,0.11266977141986786
2010-12-01,Farmed,High,0.11986670659275438
2010-12-01,Wild,Low,1.7305377942103044
2010-12-01,Wild,Medium,1.165344261249526
2010-12-01,Wild,High,0.8053860470893809
2011-01-01,Farmed,Low,0.20031944034902918
2011-01-01,Farmed,Medium,0.10542330172869438
2011-01-01,Farmed,High,0.10067030109616083
2011-01-01,Wild,Low,0.9406064256673187
2011-01-01,Wild,Medium,0.7870497037967977
2011-01-01,Wild,High,0.7802454448563443
2011-02-01,Farmed,Low,0.17457378417874608
2011-02-01,Farmed,Medium,0.08345677246544889
2011-02-01,Farmed,High,0.08712803016368796
2011-02-01,Wild,Low,0.7985200142499652
2011-02-01,Wild,Medium,0.6793842479482493
2011-02-01,Wild,High,0.7256209133559705
2011-03-01,Farmed,Low,0.18118976231838752
2011-03-01,Farmed,Medium,0.08541432620814977
2011-03-01,Farmed,High,0.10451545703403871
2011-03-01,Wild,Low,0.8841367859025066
2011-03-01,Wild,Medium,0.8520242314019895
2011-03-01,Wild,High,0.8014250736893447
2011-04-01,Farmed,Low,0.16873577184801508
2011-04-01,Farmed,Medium,0.07200193416142218
2011-04-01,Farmed,High,0.08616766732899099
2011-04-01,Wild,Low,0.8692371062799209
2011-04-01,Wild,Medium,0.8639754859840827
2011-04-01,Wild,High,0.7753035096702183
2011-05-01,Farmed,Low,0.15669952940444415
2011-05-01,Farmed,Medium,0.0840244477966006
2011-05-01,Farmed,High,0.0996354104444758
2011-05-01,Wild,Low,0.865622071320813
2011-05-01,Wild,Medium,0.7410279051362993
2011-05-01,Wild,High,0.7905488065961463
2011-06-01,Farmed,Low,0.1597564774065156
2011-06-01,Farmed,Medium,0.07265241817811618
2011-06-01,Farmed,High,0.103303835213999
2011-06-01,Wild,Low,0.8201709988377759
2011-06-01,Wild,Medium,0.6741306906033719
2011-06-01,Wild,High,0.7742821299093322
2011-07-01,Farmed,Low,0.17187705395878355
2011-07-01,Farmed,Medium,0.07335454866447734
2011-07-01,Farmed,High,0.08937214554188386
2011-07-01,Wild,Low,0.8760385322916582
2011-07-01,Wild,Medium,0.6851109043886852
2011-07-01,Wild,High,0.7822637976076408
2011-08-01,Farmed,Low,0.16249068945256567
2011-08-01,Farmed,Medium,0.06674772306376428
2011-08-01,Farmed,High,0.09410444400303186
2011-08-01,Wild,Low,0.8021609814027033
2011-08-01,Wild,Medium,0.6782846357712851
2011-08-01,Wild,High,0.7228590257755417
2011-09-01,Farmed,Low,0.16600657190661622
2011-09-01,Farmed,Medium,0.08418810390934338
2011-09-01,Farmed,High,0.10683148521810028
2011-09-01,Wild,Low,0.8705596481550685
2011-09-01,Wild,Medium,0.7165062920888873
2011-09-01,Wild,High,0.7606875587544116
2011-10-01,Farmed,Low,0.20453527411350558
2011-10-01,Farmed,Medium,0.08724701316975665
2011-10-01,Farmed,High,0.12123431272743226
2011-10-01,Wild,Low,0.9259479808207733
2011-10-01,Wild,Medium,0.7723376512222433
2011-10-01,Wild,High,0.7611711178944599
2011-11-01,Farmed,Low,0.21319488344529308
2011-11-01,Farmed,Medium,0.09319747097875034
2011-11-01,Farmed,High,0.1419809393020838
2011-11-01,Wild,Low,1.0532600152318221
2011-11-01,Wild,Medium,0.8333401948501213
2011-11-01,Wild,High,0.7514979738351535
2011-12-01,Farmed,Low,0.3201442620814944
2011-12-01,Farmed,Medium,0.10361218860884723
2011-12-01,Farmed,High,0.15769889948838337
2011-12-01,Wild,Low,1.6812706263400126
2011-12-01,Wild,Medium,1.1043224657483166
2011-12-01,Wild,High,0.7953453907473862
2012-01-01,Farmed,Low,0.2081882569168004
2012-01-01,Farmed,Medium,0.09877274891683471
2012-01-01,Farmed,High,0.11106933589012191
2012-01-01,Wild,Low,0.8916941165441716
2012-01-01,Wild,Medium,0.7493685405680548
2012-01-01,Wild,High,0.7727507018096578
2012-02-01,Farmed,Low,0.18380194712291217
2012-02-01,Farmed,Medium,0.0911695687739666
2012-02-01,Farmed,High,0.11070401336234487
2012-02-01,Wild,Low,0.7619703227130917
2012-02-01,Wild,Medium,0.7338220374415425
2012-02-01,Wild,High,0.7482052824418772
2012-03-01,Farmed,Low,0.1910749694732972
2012-03-01,Farmed,Medium,0.09823247097765635
2012-03-01,Farmed,High,0.11454521802755151
2012-03-01,Wild,Low,0.8620953944748766
2012-03-01,Wild,Medium,0.8590393184983031
2012-03-01,Wild,High,0.7361040551091124
2012-04-01,Farmed,Low,0.17714864896551788
2012-04-01,Farmed,Medium,0.07251814976075
2012-04-01,Farmed,High,0.12336006207419349
2012-04-01,Wild,Low,0.7928671010605254
2012-04-01,Wild,Medium,0.7642951024353094
2012-04-01,Wild,High,0.7199643098742132
2012-05-01,Farmed,Low,0.15814102420774862
2012-05-01,Farmed,Medium,0.08043520772605753
2012-05-01,Farmed,High,0.12783227837828778
2012-05-01,Wild,Low,0.795307794169453
2012-05-01,Wild,Medium,0.7124820356422019
2012-05-01,Wild,High,0.7293424408843618
2012-06-01,Farmed,Low,0.16567257248242506
2012-06-01,Farmed,Medium,0.0823482127393072
2012-06-01,Farmed,High,0.12405358879804834
2012-06-01,Wild,Low,0.828752279295567
2012-06-01,Wild,Medium,0.7120064434506632
2012-06-01,Wild,High,0.7513887763173247
2012-07-01,Farmed,Low,0.16540037138329708
2012-07-01,Farmed,Medium,0.07014735198987596
2012-07-01,Farmed,High,0.1180059055262738
2012-07-01,Wild,Low,0.8019109500191132
2012-07-01,Wild,Medium,0.6635993634569317
2012-07-01,Wild,High,0.7560832684790803
2012-08-01,Farmed,Low,0.1662749313740361
2012-08-01,Farmed,Medium,0.06924934884227424
2012-08-01,Farmed,High,0.10091866603484059
2012-08-01,Wild,Low,0.793238284377518
2012-08-01,Wild,Medium,0.6491555569680351
2012-08-01,Wild,High,0.7124460026418389
2012-09-01,Farmed,Low,0.16674553104142803
2012-09-01,Farmed,Medium,0.080670941692288
2012-09-01,Farmed,High,0.12019914309053963
2012-09-01,Wild,Low,0.7962466057752973
2012-09-01,Wild,Medium,0.6883377547362947
2012-09-01,Wild,High,0.7379918804353613
2012-10-01,Farmed,Low,0.19445990084475018
2012-10-01,Farmed,Medium,0.09434003867337937
2012-10-01,Farmed,High,0.1447093977230257
2012-10-01,Wild,Low,0.8910889357910865
2012-10-01,Wild,Medium,0.7361036209765779
2012-10-01,Wild,High,0.7545490441021769
2012-11-01,Farmed,Low,0.21121394361595894
2012-11-01,Farmed,Medium,0.09830128098437373
2012-11-01,Farmed,High,0.16089971939819342
2012-11-01,Wild,Low,1.0702780076687284
2012-11-01,Wild,Medium,0.8389168413919521
2012-11-01,Wild,High,0.7815870354167567
2012-12-01,Farmed,Low,0.31148119378279066
2012-12-01,Farmed,Medium,0.11331879361760477
2012-12-01,Farmed,High,0.177080273091335
2012-12-01,Wild,Low,1.6730458521272327
2012-12-01,Wild,Medium,1.0848181915802826
2012-12-01,Wild,High,0.7968439721427615
2013-01-01,Farmed,Low,0.21043511315959001
2013-01-01,Farmed,Medium,0.11101412659363999
2013-01-01,Farmed,High,0.12724521632464
2013-01-01,Wild,Low,1.00779672663425
2013-01-01,Wild,Medium,0.79170354455396
2013-01-01,Wild,High,0.81300188258078
2013-02-01,Farmed,Low,0.19614218347523
2013-02-01,Farmed,Medium,0.08281687873323
2013-02-01,Farmed,High,0.11424238927933
2013-02-01,Wild,Low,0.79173510506011
2013-02-01,Wild,Medium,0.7165340770397299
2013-02-01,Wild,High,0.73436473699509
2013-03-01,Farmed,Low,0.19305929924412002
2013-03-01,Farmed,Medium,0.08401090920449
2013-03-01,Farmed,High,0.10428161400694
2013-03-01,Wild,Low,0.90644604502637
2013-03-01,Wild,Medium,0.99198764142471
2013-03-01,Wild,High,0.82715176464841
2013-04-01,Farmed,Low,0.13792363397775
2013-04-01,Farmed,Medium,0.08218704955399
2013-04-01,Farmed,High,0.11022480532416
2013-04-01,Wild,Low,0.85566179391633
2013-04-01,Wild,Medium,0.8125376626726201
2013-04-01,Wild,High,0.82736573803251
2013-05-01,Farmed,Low,0.14562016596070002
2013-05-01,Farmed,Medium,0.08787095402299999
2013-05-01,Farmed,High,0.09908560997318
2013-05-01,Wild,Low,0.87158792618696
2013-05-01,Wild,Medium,0.75152638715039
2013-05-01,Wild,High,0.78488615448321
2013-06-01,Farmed,Low,0.15840871607915
2013-06-01,Farmed,Medium,0.07897194487364001
2013-06-01,Farmed,High,0.13737894479415
2013-06-01,Wild,Low,0.85358114061553
2013-06-01,Wild,Medium,0.7332537422357
2013-06-01,Wild,High,0.77483774844388
2013-07-01,Farmed,Low,0.15849174759969
2013-07-01,Farmed,Medium,0.07116809419872
2013-07-01,Farmed,High,0.10515713325975
2013-07-01,Wild,Low,0.8649502488754
2013-07-01,Wild,Medium,0.71270881654566
2013-07-01,Wild,High,0.79329628330128
2013-08-01,Farmed,Low,0.15498642228374002
2013-08-01,Farmed,Medium,0.06423582598577
2013-08-01,Farmed,High,0.07483477367206
2013-08-01,Wild,Low,0.83538078917544
2013-08-01,Wild,Medium,0.6619097390480501
2013-08-01,Wild,High,0.7204058243584
2013-09-01,Farmed,Low,0.18071397428664
2013-09-01,Farmed,Medium,0.08010769336908
2013-09-01,Farmed,High,0.12644991265965
2013-09-01,Wild,Low,0.89250248159436
2013-09-01,Wild,Medium,0.75126125136836
2013-09-01,Wild,High,0.734299307646
2013-10-01,Farmed,Low,0.18169799397459
2013-10-01,Farmed,Medium,0.09757534419245001
2013-10-01,Farmed,High,0.14522553698178
2013-10-01,Wild,Low,0.89691817512273
2013-10-01,Wild,Medium,0.76971533036801
2013-10-01,Wild,High,0.72876085222294
2013-11-01,Farmed,Low,0.18608640703811
2013-11-01,Farmed,Medium,0.10003273906758
2013-11-01,Farmed,High,0.1364566042903
2013-11-01,Wild,Low,0.99261520065117
2013-11-01,Wild,Medium,0.81532325301576
2013-11-01,Wild,High,0.71655044077437
2013-12-01,Farmed,Low,0.30860537161289997
2013-12-01,Farmed,Medium,0.11253645091959
2013-12-01,Farmed,High,0.16926886055066
2013-12-01,Wild,Low,1.70831188768917
2013-12-01,Wild,Medium,1.13671801169573
2013-12-01,Wild,High,0.79273682265903
2014-01-01,Farmed,Low,0.21745750311971
2014-01-01,Farmed,Medium,0.11135073256637
2014-01-01,Farmed,High,0.10473742812101
2014-01-01,Wild,Low,0.95167717328588
2014-01-01,Wild,Medium,0.73956144910934
2014-01-01,Wild,High,0.76186703661055
2014-02-01,Farmed,Low,0.17555083402293
2014-02-01,Farmed,Medium,0.07910118040344
2014-02-01,Farmed,High,0.10120308133268001
2014-02-01,Wild,Low,0.78527745964695
2014-02-01,Wild,Medium,0.68886502103906
2014-02-01,Wild,High,0.69394822932744
2014-03-01,Farmed,Low,0.19065738739711
2014-03-01,Farmed,Medium,0.07801503703723
2014-03-01,Farmed,High,0.13675003344375
2014-03-01,Wild,Low,0.8454820232428
2014-03-01,Wild,Medium,0.84687635750246
